ID,Action,Activity Type,Timestamp,Career,Plan,Curricular Unit,Course Edition,Course Year,Grade,Credits,Unified Curricular Unit,Unified Curricular Unit Name
62256,Evaluation,Exam,Wed Nov 21 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1322,2,2018,6.0,10,1373,Prog 1
62256,Evaluation,Course,Mon Nov 26 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,5.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Exam,Wed Dec 05 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,1.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Course,Fri Dec 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,1.0,13,1061,Calculo Div
62256,Evaluation,Exam,Sat Feb 02 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,1.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Course,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,3.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Course,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,3.0,13,1061,Calculo Div
62256,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Exam,Wed Jul 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,2.0,13,1061,Calculo Div
62256,Evaluation,Course,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,5.0,9,1031,Geometria y Algebra Lineal 2
62256,Evaluation,Course,Thu Nov 21 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1224,2,2019,4.0,7,1221,Economia
62256,Evaluation,Course,Tue Nov 26 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1023,2,2019,1.0,9,1023,Matematica Discreta 1
62256,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Exam,Fri Dec 13 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1224,2,2019,2.0,7,1221,Economia
62256,Evaluation,Exam,Sat Feb 08 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,2.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Exam,Sat Feb 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,2.0,13,1061,Calculo Div
62256,Evaluation,Exam,Thu Feb 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,1,2020,3.0,7,1221,Economia
62256,Evaluation,Course,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,0.0,12,1321,Prog 2
62256,Evaluation,Course,Mon Nov 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,0.0,9,1030,Geometria y Algebra Lineal 1
62256,Evaluation,Course,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,0.0,13,1061,Calculo Div
62257,Evaluation,Course,Sat Jun 23 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,1,2018,1.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Course,Sat Jul 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,1,2018,1.0,10,1151,Fisica 1
62257,Evaluation,Exam,Thu Jul 12 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,1,2018,2.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Course,Fri Jul 13 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,1,2018,3.0,13,1061,Calculo Div
62257,Evaluation,Exam,Thu Jul 19 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,1,2018,0.0,13,1061,Calculo Div
62257,Evaluation,Course,Wed Nov 21 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1322,2,2018,1.0,10,1373,Prog 1
62257,Evaluation,Course,Mon Nov 26 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,5.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Exam,Wed Dec 05 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,2.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Course,Thu Dec 06 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1023,2,2018,2.0,9,1023,Matematica Discreta 1
62257,Evaluation,Course,Fri Dec 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1062,2,2018,2.0,13,1062,Calculo Divv
62257,Evaluation,Exam,Tue Dec 18 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,0.0,13,1061,Calculo Div
62257,Evaluation,Exam,Sat Feb 02 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Exam,Sat Feb 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,5.0,13,1061,Calculo Div
62257,Evaluation,Exam,Sat Feb 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,5.0,13,1061,Calculo Div
62257,Evaluation,Course,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,5.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Course,Wed Jul 03 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,1,2019,5.0,10,1373,Prog 1
62257,Evaluation,Course,Mon Jul 08 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1023,1,2019,4.0,9,1023,Matematica Discreta 1
62257,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Course,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,1,2019,5.0,13,1062,Calculo Divv
62257,Evaluation,Exam,Wed Jul 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,1,2019,2.0,13,1062,Calculo Divv
62257,Evaluation,Exam,Mon Jul 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,1,2019,12.0,10,1373,Prog 1
62257,Evaluation,Exam,Fri Nov 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,7.0,13,1062,Calculo Divv
62257,Evaluation,Exam,Fri Nov 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,7.0,13,1062,Calculo Divv
62257,Evaluation,Exam,Tue Nov 26 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1023,2,2019,10.0,9,1023,Matematica Discreta 1
62257,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,9.0,9,1030,Geometria y Algebra Lineal 1
62257,Evaluation,Exam,Sat Feb 08 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,1,2020,2.0,9,1031,Geometria y Algebra Lineal 2
62257,Evaluation,Exam,Thu Feb 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,1,2020,3.0,7,1221,Economia
62257,Evaluation,Course,Fri Jul 10 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,1,2020,5.0,10,1075,Probabilidad y Estadistica
62257,Evaluation,Course,Mon Jul 20 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1027,1,2020,3.0,12,1027,Logica
62257,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,12.0,12,1321,Prog 2
62257,Evaluation,Exam,Fri Jul 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,1,2020,6.0,9,1031,Geometria y Algebra Lineal 2
62257,Evaluation,Exam,Fri Jul 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,1,2020,6.0,9,1031,Geometria y Algebra Lineal 2
62257,Evaluation,Exam,Mon Aug 03 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,2,2020,2.0,10,1075,Probabilidad y Estadistica
62257,Evaluation,Exam,Tue Aug 11 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1027,2,2020,0.0,12,1027,Logica
62257,Evaluation,Exam,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,2,2020,10.0,10,1075,Probabilidad y Estadistica
62257,Evaluation,Course,Fri Dec 11 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1443,2,2020,,12,1443,Arquitectura de computadoras
62257,Evaluation,Course,Tue Dec 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1033,2,2020,,8,1033,Metodos Numericos
62257,Evaluation,Course,Wed Dec 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1323,2,2020,0.0,15,1323,Prog 3
62257,Evaluation,Course,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,4.0,9,1026,Matematica Discreta 2
62257,Evaluation,Exam,Sat Dec 26 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,7.0,9,1026,Matematica Discreta 2
62257,Evaluation,Exam,Wed Feb 10 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1027,1,2021,0.0,12,1027,Logica
62260,Evaluation,Course,Sat Jul 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1151,1,2019,4.0,10,1151,Fisica 1
62260,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,8.0,10,1373,Prog 1
62260,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,8.0,10,1373,Prog 1
62260,Evaluation,Course,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,0.0,12,1321,Prog 2
62260,Evaluation,Course,Tue Aug 18 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,1.0,13,1062,Calculo Divv
62260,Evaluation,Course,Tue Dec 01 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,2,2020,,7,1221,Economia
62260,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,7.0,9,1026,Matematica Discreta 2
62260,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,7.0,9,1026,Matematica Discreta 2
62260,Evaluation,Course,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,3.0,13,1062,Calculo Divv
62261,Evaluation,Course,Wed Jul 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,MI2,1,2020,4.0,4,MI2,Matematica Inicial
62261,Evaluation,Course,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,0.0,9,1030,Geometria y Algebra Lineal 1
62261,Evaluation,Course,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,0.0,10,1151,Fisica 1
62261,Evaluation,Course,Mon Nov 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,0.0,9,1030,Geometria y Algebra Lineal 1
62261,Evaluation,Course,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,1.0,13,1061,Calculo Div
62261,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,0.0,10,1373,Prog 1
62273,Evaluation,Course,Mon Nov 26 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,4.0,9,1030,Geometria y Algebra Lineal 1
62273,Evaluation,Exam,Wed Dec 05 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,1.0,9,1030,Geometria y Algebra Lineal 1
62273,Evaluation,Course,Fri Dec 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,2.0,13,1061,Calculo Div
62273,Evaluation,Exam,Sat Feb 02 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,1.0,9,1030,Geometria y Algebra Lineal 1
62273,Evaluation,Course,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,5.0,9,1030,Geometria y Algebra Lineal 1
62273,Evaluation,Course,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,3.0,13,1061,Calculo Div
62273,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62273,Evaluation,Exam,Wed Jul 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,1.0,13,1061,Calculo Div
62273,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,6.0,9,1031,Geometria y Algebra Lineal 2
62273,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,6.0,9,1031,Geometria y Algebra Lineal 2
62273,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,7.0,10,1373,Prog 1
62273,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,7.0,10,1373,Prog 1
62273,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,5.0,9,1030,Geometria y Algebra Lineal 1
62273,Evaluation,Exam,Sat Feb 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,2.0,13,1061,Calculo Div
62273,Evaluation,Course,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,5.0,13,1061,Calculo Div
62273,Evaluation,Course,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,5.0,12,1321,Prog 2
62273,Evaluation,Course,Tue Aug 04 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,2.0,9,1023,Matematica Discreta 1
62273,Evaluation,Exam,Fri Aug 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,2.0,13,1061,Calculo Div
62273,Evaluation,Exam,Wed Aug 12 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,0.0,9,1023,Matematica Discreta 1
62273,Evaluation,Exam,Thu Aug 13 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,2,2020,9.0,12,1321,Prog 2
62273,Evaluation,Course,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,1.0,9,1023,Matematica Discreta 1
62273,Evaluation,Course,Tue Dec 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,1.0,10,1151,Fisica 1
62273,Evaluation,Course,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,4.0,13,1062,Calculo Divv
62273,Evaluation,Exam,Wed Dec 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,9.0,13,1061,Calculo Div
62273,Evaluation,Exam,Mon Feb 01 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,2.0,9,1023,Matematica Discreta 1
62273,Evaluation,Exam,Wed Feb 24 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1062,1,2021,1.0,13,1062,Calculo Divv
62273,Evaluation,Exam,Fri Feb 26 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,2.0,9,1023,Matematica Discreta 1
62275,Evaluation,Exam,Wed Jul 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,MI2,1,2020,6.0,4,MI2,Matematica Inicial
62275,Evaluation,Exam,Wed Jul 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,MI2,1,2020,6.0,4,MI2,Matematica Inicial
62275,Evaluation,Course,Mon Nov 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,1.0,9,1030,Geometria y Algebra Lineal 1
62275,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,3.0,10,1373,Prog 1
62275,Evaluation,Exam,Thu Feb 04 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1322,1,2021,7.0,10,1373,Prog 1
62276,Evaluation,Exam,Sat Jun 23 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,1,2018,6.0,9,1030,Geometria y Algebra Lineal 1
62276,Evaluation,Exam,Sat Jun 23 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,1,2018,6.0,9,1030,Geometria y Algebra Lineal 1
62276,Evaluation,Course,Sat Jul 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,1,2018,3.0,10,1151,Fisica 1
62276,Evaluation,Course,Fri Jul 13 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,1,2018,4.0,13,1061,Calculo Div
62276,Evaluation,Exam,Thu Jul 19 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,1,2018,0.0,13,1061,Calculo Div
62276,Evaluation,Exam,Wed Nov 21 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1322,2,2018,7.0,10,1373,Prog 1
62276,Evaluation,Exam,Wed Nov 21 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1322,2,2018,7.0,10,1373,Prog 1
62276,Evaluation,Exam,Fri Nov 30 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1031,2,2018,9.0,9,1031,Geometria y Algebra Lineal 2
62276,Evaluation,Exam,Fri Nov 30 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1031,2,2018,9.0,9,1031,Geometria y Algebra Lineal 2
62276,Evaluation,Exam,Thu Dec 06 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1023,2,2018,8.0,9,1023,Matematica Discreta 1
62276,Evaluation,Exam,Thu Dec 06 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1023,2,2018,8.0,9,1023,Matematica Discreta 1
62276,Evaluation,Course,Fri Dec 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1062,2,2018,2.0,13,1062,Calculo Divv
62276,Evaluation,Exam,Tue Dec 18 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,2.0,13,1061,Calculo Div
62276,Evaluation,Exam,Sat Feb 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,11.0,13,1061,Calculo Div
62276,Evaluation,Exam,Sat Feb 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,11.0,13,1061,Calculo Div
62276,Evaluation,Course,Mon Jul 01 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1027,1,2019,4.0,12,1027,Logica
62276,Evaluation,Course,Fri Jul 05 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1321,1,2019,3.0,12,1321,Prog 2
62276,Evaluation,Exam,Wed Jul 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1026,1,2019,11.0,9,1026,Matematica Discreta 2
62276,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,1,2019,6.0,13,1062,Calculo Divv
62276,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,1,2019,6.0,13,1062,Calculo Divv
62276,Evaluation,Exam,Tue Jul 23 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1027,1,2019,7.0,12,1027,Logica
62276,Evaluation,Course,Thu Nov 21 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1224,2,2019,0.0,7,1221,Economia
62276,Evaluation,Exam,Fri Dec 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1025,2,2019,9.0,10,1075,Probabilidad y Estadistica
62276,Evaluation,Exam,Fri Dec 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1025,2,2019,9.0,10,1075,Probabilidad y Estadistica
62276,Evaluation,Course,Fri Dec 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1323,2,2019,3.0,15,1323,Prog 3
62276,Evaluation,Course,Mon Dec 09 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1443,2,2019,,12,1443,Arquitectura de computadoras
62276,Evaluation,Exam,Thu Dec 19 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1443,2,2019,0.0,12,1443,Arquitectura de computadoras
62276,Evaluation,Exam,Fri Feb 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,9.0,12,1321,Prog 2
62276,Evaluation,Course,Fri Jul 10 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1610,1,2020,3.0,10,1610,Int. a la inv. de Operaciones
62276,Evaluation,Course,Fri Jul 10 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1610,1,2020,3.0,10,1610,Int. a la inv. de Operaciones
62276,Evaluation,Course,Mon Jul 13 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1325,1,2020,4.0,12,1325,Teoria de Lenguajes
62276,Evaluation,Course,Wed Jul 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1537,1,2020,3.0,12,1511,Sistemas Operativos
62276,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1324,1,2020,7.0,15,1324,Prog 4
62276,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1324,1,2020,7.0,15,1324,Prog 4
62276,Evaluation,Exam,Tue Aug 04 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1325,2,2020,6.0,12,1325,Teoria de Lenguajes
62276,Evaluation,Course,Tue Dec 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1033,2,2020,0.0,8,1033,Metodos Numericos
62276,Evaluation,Exam,Sat Dec 19 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1323,2,2020,4.0,15,1323,Prog 3
62276,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1327,2,2020,9.0,15,1327,Taller de Programacion
62276,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1327,2,2020,9.0,15,1327,Taller de Programacion
62276,Evaluation,Exam,Mon Feb 22 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1443,1,2021,0.0,12,1443,Arquitectura de computadoras
62281,Evaluation,Course,Sat Jun 23 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,1,2018,0.0,9,1030,Geometria y Algebra Lineal 1
62281,Evaluation,Course,Sat Jul 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,1,2018,2.0,10,1151,Fisica 1
62281,Evaluation,Exam,Thu Jul 12 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,1,2018,0.0,9,1030,Geometria y Algebra Lineal 1
62281,Evaluation,Course,Fri Jul 13 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,1,2018,1.0,13,1061,Calculo Div
62281,Evaluation,Exam,Thu Jul 19 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,1,2018,0.0,13,1061,Calculo Div
62281,Evaluation,Exam,Sat Jul 28 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,1,2018,0.0,10,1151,Fisica 1
62281,Evaluation,Course,Mon Nov 26 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1030,2,2018,4.0,9,1030,Geometria y Algebra Lineal 1
62281,Evaluation,Course,Sat Dec 01 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,2,2018,2.0,10,1151,Fisica 1
62281,Evaluation,Course,Fri Dec 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,2.0,13,1061,Calculo Div
62281,Evaluation,Exam,Sat Dec 15 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,2,2018,5.0,10,1151,Fisica 1
62281,Evaluation,Exam,Tue Dec 18 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,2.0,13,1061,Calculo Div
62281,Evaluation,Exam,Sat Feb 02 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62281,Evaluation,Exam,Sat Feb 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,2.0,13,1061,Calculo Div
62281,Evaluation,Exam,Sat Feb 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,2.0,13,1061,Calculo Div
62281,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
62281,Evaluation,Exam,Wed Jul 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,2.0,13,1061,Calculo Div
62281,Evaluation,Course,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,0.0,10,1373,Prog 1
62281,Evaluation,Exam,Thu Nov 21 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1224,2,2019,6.0,7,1221,Economia
62281,Evaluation,Exam,Thu Nov 21 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1224,2,2019,6.0,7,1221,Economia
62281,Evaluation,Course,Tue Nov 26 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1023,2,2019,0.0,9,1023,Matematica Discreta 1
62281,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,9.0,9,1030,Geometria y Algebra Lineal 1
62281,Evaluation,Exam,Tue Dec 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,2,2019,9.0,13,1061,Calculo Div
62281,Evaluation,Course,Fri Jul 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,1,2020,5.0,9,1031,Geometria y Algebra Lineal 2
